customer_id,gender,age_years,marital_status,children_count,highest_edu,annual_investment_rev,annual_income,total_txns,avg_daily_txns,total_txn_amount,avg_txn_amount
1009521260,1,43.63,1,0,4,11255.00,32400.00,242,0.66,12588.70,52.02
1009521270,1,39.46,1,2,1,0.00,18525.00,251,0.69,9221.01,36.74
1009521280,1,66.65,1,1,4,6718.00,29900.00,242,0.66,11740.06,48.51
1009521290,0,32.88,1,2,1,0.00,19360.00,254,0.69,9721.90,38.28
1009521300,1,22.48,2,2,1,0.00,36766.00,257,0.70,15435.93,60.06
1009521310,0,48.94,1,1,4,0.00,26797.00,245,0.67,10749.38,43.88
1009521320,0,65.91,1,1,1,0.00,14820.00,238,0.65,7032.77,29.55
1009521330,0,42.65,1,1,4,12536.00,39614.00,256,0.70,16348.36,63.86
1009521340,1,25.41,1,1,1,0.00,20997.00,251,0.69,9679.96,38.57
1009521350,0,43.77,1,0,1,0.00,17195.00,242,0.66,7814.65,32.29
1009521360,0,28.36,1,1,1,0.00,22912.00,253,0.69,10563.73,41.75
1009521370,1,48.84,2,1,1,0.00,20879.00,239,0.65,9258.37,38.74
1009521380,1,67.07,1,1,4,0.00,15729.00,242,0.66,7339.22,30.33
1009521390,1,55.39,1,1,1,0.00,18781.00,241,0.66,8345.99,34.63
1009521400,0,33.05,1,2,4,0.00,30808.00,252,0.69,13105.61,52.01
1009521410,1,35.67,1,2,3,114047.00,208174.00,314,0.86,42921.84,136.69
1009521420,0,52.88,1,0,4,0.00,16665.00,245,0.67,7434.15,30.34
1009521430,1,24.48,1,0,4,0.00,17249.00,242,0.66,8003.23,33.07
1009521440,1,28.03,1,0,4,5720.00,44768.00,243,0.66,17352.34,71.41
1009521450,0,57.61,2,1,4,0.00,37568.00,241,0.66,14770.79,61.29
1009521460,1,35.92,2,1,4,0.00,16335.00,252,0.69,8458.99,33.57
1009521470,1,32.48,2,1,1,0.00,33158.00,254,0.69,13888.85,54.68
1009521480,0,67.91,1,0,2,93613.00,137448.00,278,0.76,31414.81,113.00
1009521490,0,32.23,1,0,1,0.00,18199.00,242,0.66,8253.30,34.10
1009521500,0,55.48,2,1,1,0.00,15057.00,244,0.67,7296.43,29.90
1009521510,0,43.26,1,1,1,0.00,21531.00,253,0.69,10410.09,41.15
1009521520,0,40.22,2,0,4,0.00,16910.00,242,0.66,7710.96,31.86
1009521530,1,46.04,2,2,2,5096.00,77325.00,275,0.75,17977.31,65.37
1009521540,1,62.22,1,0,2,9447.00,52835.00,242,0.66,19644.35,81.18
1009521550,0,46.10,2,0,1,0.00,17648.00,243,0.66,8096.56,33.32
1009521560,0,25.88,2,0,1,0.00,18788.00,240,0.66,8244.87,34.35
1009521570,1,27.35,1,0,1,0.00,16848.00,242,0.66,7569.52,31.28
1009521580,0,42.22,1,2,4,0.00,18559.00,253,0.69,9186.21,36.31
1009521590,0,34.77,2,1,1,0.00,19931.00,254,0.69,9890.73,38.94
1009521600,0,33.16,1,1,4,0.00,29935.00,255,0.70,12711.12,49.85
1009521610,0,47.88,1,2,1,0.00,20834.00,242,0.66,8946.74,36.97
1009521620,0,24.81,1,0,1,0.00,21580.00,240,0.66,9125.26,38.02
1009521630,0,27.47,2,0,1,0.00,21315.00,239,0.65,9370.37,39.21
1009521640,0,49.55,1,1,1,0.00,32993.00,243,0.66,12579.21,51.77
1009521650,1,30.12,2,2,1,0.00,20322.00,255,0.70,9545.13,37.43
1009521660,1,64.19,1,1,4,13727.00,28843.00,241,0.66,11713.80,48.60
1009521670,1,63.69,1,0,2,81781.00,95592.00,273,0.75,22030.62,80.70
1009521680,1,48.85,1,1,1,0.00,28466.00,244,0.67,11606.38,47.57
1009521690,1,43.50,2,2,1,0.00,22943.00,255,0.70,10597.65,41.56
1009521700,1,68.82,2,1,1,0.00,21228.00,245,0.67,8944.45,36.51
1009521710,0,56.67,2,2,1,0.00,33461.00,243,0.66,13129.78,54.03
1009521720,0,50.55,2,1,4,0.00,14825.00,242,0.66,6936.08,28.66
1009521730,0,47.09,2,1,1,0.00,13478.00,241,0.66,6877.42,28.54
1009521740,0,66.72,1,1,1,0.00,16561.00,239,0.65,7610.79,31.84
1009521750,0,30.22,1,2,1,0.00,22159.00,253,0.69,10547.40,41.69
1009521760,1,27.68,2,0,4,10140.00,27048.00,239,0.65,11152.44,46.66
1009521770,1,45.32,2,1,1,0.00,35946.00,241,0.66,14156.99,58.74
1009521780,0,67.16,2,0,4,0.00,14159.00,240,0.66,6701.85,27.92
1009521790,0,57.09,1,0,1,0.00,15981.00,238,0.65,7538.20,31.67
1009521800,1,69.42,2,0,4,0.00,16657.00,244,0.67,8001.54,32.79
1009521810,0,55.71,2,2,4,0.00,15149.00,239,0.65,6993.16,29.26
1009521820,0,43.81,1,2,1,0.00,26901.00,257,0.70,12214.09,47.53
1009521830,0,36.82,2,1,1,0.00,36060.00,257,0.70,14779.82,57.51
1009521840,0,64.50,2,1,1,0.00,20643.00,240,0.66,9018.54,37.58
1009521850,0,64.44,1,0,3,118024.00,109031.00,277,0.76,25023.22,90.34
1009521860,0,56.25,1,0,4,0.00,24590.00,238,0.65,10120.06,42.52
1009521870,1,64.39,1,0,4,0.00,16701.00,240,0.66,7387.28,30.78
1009521880,1,57.68,1,2,1,0.00,16444.00,244,0.67,7455.10,30.55
1009521890,1,62.88,1,0,1,0.00,14028.00,241,0.66,6661.82,27.64
1009521900,1,45.25,2,2,4,0.00,37144.00,241,0.66,14219.82,59.00
1009521910,0,33.67,1,0,1,0.00,36848.00,242,0.66,14434.61,59.65
1009521920,0,25.70,1,1,1,0.00,21872.00,253,0.69,10468.79,41.38
1009521930,0,23.18,1,1,4,5566.00,58691.00,254,0.69,22900.87,90.16
1009521940,0,24.47,2,0,1,0.00,30413.00,238,0.65,11818.50,49.66
1009521950,1,50.44,1,0,1,0.00,14577.00,242,0.66,6873.04,28.40
1009521960,1,29.67,1,1,1,0.00,18127.00,252,0.69,9063.85,35.97
1009521970,1,45.75,1,0,4,10105.00,47283.00,240,0.66,17227.19,71.78
1009521980,1,58.67,1,1,1,0.00,34859.00,238,0.65,13463.87,56.57
1009521990,0,63.58,1,1,2,94752.00,85470.00,270,0.74,18773.09,69.53
1009522000,0,33.10,2,0,1,0.00,15399.00,240,0.66,7164.37,29.85
1009522010,1,65.07,1,1,4,7648.00,23328.00,242,0.66,10035.63,41.47
1009522020,1,63.56,2,1,4,9748.00,54655.00,243,0.66,20296.28,83.52
1009522030,1,64.87,1,2,1,0.00,31923.00,239,0.65,12287.42,51.41
1009522040,0,63.89,1,2,4,0.00,17191.00,239,0.65,7903.58,33.07
1009522050,0,47.80,2,0,4,0.00,20147.00,244,0.67,8861.71,36.32
1009522060,0,67.32,2,0,4,0.00,21970.00,239,0.65,9330.46,39.04
1009522070,0,66.61,1,2,4,0.00,28380.00,244,0.67,11295.05,46.29
1009522080,1,56.49,2,1,1,0.00,15927.00,243,0.66,7621.70,31.37
1009522090,0,67.12,2,1,1,0.00,31532.00,244,0.67,12097.97,49.58
1009522100,0,32.39,2,2,4,0.00,20440.00,259,0.71,10363.39,40.01
1009522110,0,57.70,1,1,2,12185.00,23049.00,242,0.66,10067.32,41.60
1009522120,1,58.93,1,1,2,7992.00,39512.00,240,0.66,14900.53,62.09
1009522130,0,37.04,1,0,4,0.00,13152.00,240,0.66,6661.68,27.76
1009522140,1,58.40,2,0,3,71442.00,121544.00,274,0.75,27691.74,101.06
1009522150,1,67.84,2,1,1,0.00,20795.00,242,0.66,9004.86,37.21
1009522160,1,44.64,1,0,1,0.00,17531.00,246,0.67,8024.84,32.62
1009522170,1,69.82,2,0,1,0.00,33661.00,241,0.66,13442.30,55.78
1009522180,0,22.47,1,1,1,0.00,25923.00,254,0.69,11764.42,46.32
1009522190,1,44.80,1,2,4,0.00,13985.00,254,0.69,7812.92,30.76
1009522200,1,50.36,1,1,1,0.00,20381.00,241,0.66,8981.30,37.27
1009522210,1,59.73,2,1,4,0.00,13403.00,242,0.66,6558.44,27.10
1009522220,1,48.35,1,0,2,11783.00,29416.00,239,0.65,11675.95,48.85
1009522230,0,31.32,1,2,4,12974.00,44245.00,255,0.70,17769.33,69.68
1009522240,1,23.57,2,0,1,0.00,20645.00,241,0.66,8876.50,36.83
1009522250,0,48.61,1,1,1,0.00,13860.00,244,0.67,7008.66,28.72
1009522260,1,61.52,1,1,4,0.00,23262.00,241,0.66,10229.05,42.44
1009522270,0,54.41,1,2,1,0.00,14349.00,240,0.66,6886.36,28.69
1009522280,0,69.40,1,0,4,0.00,16358.00,245,0.67,7601.50,31.03
1009522290,0,65.25,2,1,1,0.00,27732.00,242,0.66,11082.93,45.80
1009522300,1,28.47,1,0,1,0.00,20022.00,245,0.67,8916.37,36.39
1009522310,1,21.47,2,1,1,0.00,14875.00,252,0.69,7845.81,31.13
1009522320,1,37.07,2,1,4,0.00,20232.00,255,0.70,9840.40,38.59
1009522330,0,32.83,1,2,4,0.00,19011.00,253,0.69,9643.68,38.12
1009522340,0,66.07,1,2,3,96781.00,128606.00,280,0.77,29627.38,105.81
1009522350,1,56.69,1,0,4,7326.00,60982.00,254,0.69,22232.74,87.53
1009522360,0,39.08,1,1,1,0.00,20138.00,256,0.70,9784.24,38.22
1009522370,0,35.86,1,1,2,11938.00,25513.00,253,0.69,11315.51,44.73
1009522380,0,65.91,2,0,1,0.00,17785.00,243,0.66,8050.90,33.13
1009522390,1,65.42,1,1,2,7497.00,24562.00,244,0.67,10186.90,41.75
1009522400,0,41.56,2,2,4,0.00,17830.00,254,0.69,8974.23,35.33
1009522410,1,30.77,1,0,1,0.00,19422.00,241,0.66,8617.48,35.76
1009522420,1,38.48,1,0,1,0.00,19457.00,243,0.66,8749.59,36.01
1009522430,1,25.13,1,1,4,0.00,19229.00,257,0.70,9644.73,37.53
1009522440,1,31.93,2,0,1,0.00,18591.00,238,0.65,7853.05,33.00
1009522450,0,36.75,2,2,1,0.00,24020.00,254,0.69,10990.73,43.27
1009522460,1,69.54,1,0,2,9904.00,25504.00,242,0.66,10818.66,44.71
1009522470,1,44.88,2,1,1,0.00,22567.00,256,0.70,10636.15,41.55
1009522480,0,29.15,1,0,1,0.00,19302.00,240,0.66,8213.99,34.22
1009522490,0,56.66,2,0,1,0.00,15578.00,241,0.66,7445.22,30.89
1009522500,1,69.20,1,2,4,13401.00,38259.00,241,0.66,14943.29,62.01
1009522510,0,64.86,1,1,1,0.00,19669.00,242,0.66,8450.63,34.92
1009522520,0,57.32,2,2,1,0.00,18379.00,242,0.66,8094.65,33.45
1009522530,0,38.53,1,0,1,0.00,18200.00,244,0.67,8179.35,33.52
1009522540,1,22.21,1,1,2,102633.00,109487.00,284,0.78,25326.01,89.18
1009522550,1,26.33,1,1,4,0.00,22782.00,256,0.70,11002.43,42.98
1009522560,0,62.24,1,1,1,0.00,27813.00,244,0.67,11319.71,46.39
1009522570,1,50.11,1,0,4,0.00,16752.00,240,0.66,7741.55,32.26
1009522580,0,23.64,1,0,2,14669.00,56740.00,242,0.66,21179.75,87.52
1009522590,0,46.38,2,1,1,0.00,26739.00,239,0.65,10748.79,44.97
1009522600,1,23.29,2,0,4,0.00,33919.00,246,0.67,13533.76,55.02
1009522610,0,62.85,1,2,4,0.00,20030.00,241,0.66,8660.32,35.93
1009522620,0,44.23,1,2,1,0.00,15258.00,253,0.69,8243.22,32.58
1009522630,0,51.62,1,0,4,0.00,15634.00,241,0.66,7223.92,29.97
1009522640,0,28.51,1,2,1,0.00,21803.00,258,0.70,10650.55,41.28
1009522650,1,39.04,2,1,4,0.00,22884.00,256,0.70,10832.11,42.31
1009522660,0,63.06,2,0,1,0.00,21145.00,240,0.66,8999.53,37.50
1009522670,0,27.21,2,2,1,0.00,21812.00,253,0.69,10137.69,40.07
1009522680,0,62.30,1,1,1,0.00,29792.00,243,0.66,11616.47,47.80
1009522690,0,44.82,1,0,1,0.00,25891.00,239,0.65,10835.36,45.34
1009522700,0,22.89,1,1,3,90741.00,112369.00,289,0.79,26733.41,92.50
1009522710,0,54.30,2,2,1,0.00,21983.00,243,0.66,9412.86,38.74
1009522720,0,60.76,1,0,1,0.00,17513.00,241,0.66,7997.50,33.18
1009522730,1,55.68,2,2,1,0.00,18035.00,240,0.66,7996.66,33.32
1009522740,0,42.81,1,1,1,0.00,22787.00,255,0.70,10507.17,41.20
1009522750,0,24.79,2,2,4,0.00,28614.00,255,0.70,12855.49,50.41
1009522760,0,53.75,2,0,4,0.00,27251.00,244,0.67,10896.14,44.66
1009522770,1,30.16,2,2,4,0.00,13911.00,254,0.69,7621.06,30.00
1009522780,0,23.46,1,2,1,0.00,20981.00,253,0.69,10317.09,40.78
1009522790,0,70.29,1,0,1,0.00,21328.00,240,0.66,9330.15,38.88
1009522800,0,65.23,2,1,1,0.00,16379.00,240,0.66,7469.85,31.12
1009522810,1,51.73,2,0,1,0.00,15375.00,242,0.66,7139.12,29.50
1009522820,1,43.25,2,1,1,0.00,16491.00,257,0.70,8892.10,34.60
1009522830,1,48.75,1,1,1,0.00,13333.00,239,0.65,6307.93,26.39
1009522840,0,63.43,2,0,1,0.00,21761.00,242,0.66,9436.90,39.00
1009522850,1,39.28,1,0,3,81822.00,175066.00,303,0.83,37142.36,122.58
1009522860,1,49.65,1,1,1,0.00,18478.00,243,0.66,8147.67,33.53
1009522870,0,45.17,2,2,1,0.00,20984.00,241,0.66,9093.87,37.73
1009522880,0,21.38,2,2,2,100808.00,167502.00,316,0.86,39443.97,124.82
1009522890,1,40.49,1,0,1,0.00,14718.00,239,0.65,6977.45,29.19
1009522900,0,45.78,2,0,1,0.00,30158.00,246,0.67,12063.97,49.04
1009522910,1,47.05,2,0,4,0.00,22986.00,243,0.66,10121.75,41.65
1009522920,0,36.14,2,0,1,0.00,15307.00,242,0.66,7402.85,30.59
1009522930,1,25.50,1,0,1,0.00,15886.00,242,0.66,7321.61,30.25
1009522940,0,53.72,1,1,1,0.00,26984.00,243,0.66,11098.65,45.67
1009522950,1,68.87,2,2,4,0.00,14579.00,240,0.66,6938.53,28.91
1009522960,0,36.41,2,1,1,0.00,17446.00,255,0.70,8631.71,33.85
1009522970,1,46.56,1,0,1,0.00,21880.00,243,0.66,9524.80,39.20
1009522980,1,58.14,2,2,4,0.00,17073.00,240,0.66,7975.26,33.23
1009522990,0,57.95,1,0,3,102786.00,115630.00,279,0.76,26674.56,95.61
1009523000,0,70.54,1,2,3,99859.00,128021.00,275,0.75,29420.98,106.99
1009523010,0,44.57,2,0,1,0.00,25213.00,239,0.65,10428.31,43.63
1009523020,0,48.16,1,0,1,0.00,22726.00,241,0.66,9782.11,40.59
1009523030,1,27.15,1,0,1,0.00,13566.00,240,0.66,6797.26,28.32
1009523040,1,41.65,2,1,1,0.00,18426.00,256,0.70,9616.73,37.57
1009523050,0,41.61,1,2,4,0.00,16080.00,256,0.70,8535.87,33.34
1009523060,1,61.54,2,2,1,0.00,18629.00,242,0.66,8054.36,33.28
1009523070,1,66.08,1,2,4,14002.00,50205.00,240,0.66,19331.63,80.55
1009523080,0,68.87,1,2,4,0.00,17613.00,243,0.66,7928.20,32.63
1009523090,0,44.64,2,1,1,0.00,19075.00,256,0.70,9563.69,37.36
1009523100,1,34.32,2,0,4,0.00,20200.00,238,0.65,8688.22,36.51
1009523110,1,52.22,2,0,4,0.00,31586.00,242,0.66,12707.36,52.51
1009523120,0,45.65,2,0,1,0.00,18600.00,242,0.66,8128.87,33.59
1009523130,0,57.85,1,2,1,0.00,18195.00,239,0.65,7966.39,33.33
1009523140,1,24.87,2,1,4,0.00,35350.00,256,0.70,15095.19,58.97
1009523150,1,54.33,1,2,1,0.00,21376.00,240,0.66,8998.00,37.49
1009523160,1,53.17,1,0,3,88504.00,86336.00,266,0.73,18595.29,69.91
1009523170,1,53.42,1,1,4,0.00,14464.00,240,0.66,6850.79,28.54
1009523180,0,26.18,1,2,1,0.00,17377.00,256,0.70,9043.68,35.33
1009523190,0,31.88,1,0,4,0.00,15808.00,240,0.66,7129.54,29.71
1009523200,1,37.52,1,1,1,0.00,19032.00,255,0.70,9670.71,37.92
1009523210,1,47.78,2,2,1,0.00,14801.00,243,0.66,6977.41,28.71
1009523220,0,28.75,1,1,1,0.00,15817.00,256,0.70,8395.12,32.79
1009523230,1,63.25,2,2,1,0.00,22053.00,245,0.67,9443.48,38.54
1009523240,1,27.06,1,1,1,0.00,18189.00,258,0.70,9223.85,35.75
1009523250,1,36.07,1,0,1,0.00,14226.00,242,0.66,6914.21,28.57
1009523260,1,38.39,2,1,1,0.00,15115.00,254,0.69,8192.77,32.26
1009523270,0,41.24,1,1,1,0.00,18035.00,256,0.70,9265.30,36.19
1009523280,0,30.67,2,0,4,12346.00,23894.00,240,0.66,9758.70,40.66
1009523290,1,61.93,1,1,1,0.00,35169.00,241,0.66,13477.58,55.92
1009523300,0,64.74,2,0,4,0.00,17662.00,246,0.67,7783.93,31.64
1009523310,0,58.95,2,2,1,0.00,13583.00,241,0.66,6597.76,27.38
1009523320,1,69.54,2,2,4,13546.00,50356.00,239,0.65,18666.89,78.10
1009523330,1,39.50,1,0,4,0.00,22881.00,240,0.66,9783.94,40.77
1009523340,0,48.40,1,0,4,0.00,20095.00,238,0.65,9166.13,38.51
1009523350,1,41.24,1,0,1,0.00,17027.00,242,0.66,7753.83,32.04
1009523360,1,50.21,2,0,4,9254.00,44445.00,239,0.65,16681.47,69.80
1009523370,0,28.39,1,1,1,0.00,27450.00,254,0.69,12144.87,47.81
1009523380,1,53.52,1,0,4,0.00,24080.00,242,0.66,10093.30,41.71
1009523390,1,38.57,1,1,1,0.00,19693.00,255,0.70,9978.12,39.13
1009523400,0,37.44,2,1,4,0.00,18322.00,255,0.70,9224.26,36.17
1009523410,1,30.87,1,0,4,12713.00,44542.00,240,0.66,16921.67,70.51
1009523420,0,55.17,2,2,4,8151.00,59970.00,243,0.66,22063.45,90.80
1009523430,0,49.47,2,2,4,10920.00,60372.00,253,0.69,22214.24,87.80
1009523440,1,53.61,1,2,4,0.00,18127.00,241,0.66,8086.90,33.56
1009523450,0,28.15,1,1,1,0.00,17422.00,256,0.70,9085.39,35.49
1009523460,0,47.82,2,0,1,0.00,25464.00,243,0.66,10496.51,43.20
1009523470,1,67.94,1,1,1,0.00,20837.00,238,0.65,9116.30,38.30
1009523480,0,35.15,1,2,1,0.00,19582.00,255,0.70,9419.47,36.94
1009523490,1,43.63,1,0,1,0.00,17694.00,239,0.65,7738.71,32.38
1009523500,1,33.60,2,2,1,0.00,13032.00,257,0.70,7671.65,29.85
1009523510,0,64.67,1,1,4,0.00,16044.00,242,0.66,7499.67,30.99
1009523520,0,41.81,2,2,1,0.00,27288.00,253,0.69,12186.26,48.17
1009523530,0,56.82,2,2,1,0.00,20713.00,243,0.66,8806.00,36.24
1009523540,1,35.31,1,2,1,0.00,26808.00,256,0.70,12007.55,46.90
1009523550,1,49.68,2,1,1,0.00,21028.00,240,0.66,9270.59,38.63
1009523560,0,50.05,1,2,2,10228.00,33653.00,241,0.66,13236.44,54.92
1009523570,0,38.91,1,1,4,0.00,23088.00,256,0.70,10786.70,42.14
1009523580,1,45.89,1,1,4,0.00,16137.00,241,0.66,7771.89,32.25
1009523590,1,42.49,2,0,4,0.00,20550.00,242,0.66,9224.15,38.12
1009523600,0,62.28,1,1,4,13398.00,64687.00,253,0.69,23941.74,94.63
1009523610,0,38.13,2,1,1,0.00,18143.00,251,0.69,9267.10,36.92
1009523620,0,63.63,1,2,4,0.00,16668.00,241,0.66,7803.62,32.38
1009523630,0,40.46,1,2,1,0.00,13064.00,254,0.69,7477.22,29.44
1009523640,1,59.31,2,1,1,0.00,16403.00,241,0.66,7463.56,30.97
1009523650,1,69.58,1,0,1,0.00,20520.00,242,0.66,8763.58,36.21
1009523660,0,56.61,2,2,4,0.00,15490.00,243,0.66,7402.28,30.46
1009523670,0,63.67,1,0,1,0.00,15509.00,244,0.67,7396.48,30.31
1009523680,1,23.59,1,1,4,0.00,17553.00,253,0.69,9174.85,36.26
1009523690,0,58.35,1,2,4,0.00,21214.00,238,0.65,9120.25,38.32
1009523700,1,54.32,1,0,1,0.00,17752.00,241,0.66,7854.22,32.59
1009523710,0,38.92,2,1,2,100504.00,170710.00,302,0.83,36598.26,121.19
1009523720,1,58.64,2,0,1,0.00,13916.00,240,0.66,6769.48,28.21
